word,positive_count
reinventar,6
clone,26
aplica,29
chupam,3
wuxia,3
obscenamente,2
superestimada,14
exploradora,7
our,25
bed,49
chutarem,1
acerta,16
cilindros,11
otimizando,2
protégé,4
noire,12
julga,10
academias,2
renomeando,1
dublam,1
universalmente,30
chamativas,8
desenvoltura,25
reeve,9
hk,33
carece,23
drivel,4
saltitar,1
sanguessugas,2
chinesas,18
blade,90
esquecível,28
duramente,27
informou,8
fofos,48
vampíricos,6
humorística,32
soccer,4
hustle,23
ping,3
desapontou,6
tolerantes,4
pulam,9
patentemente,4
dependente,21
objetos,61
inanimados,3
chow,48
discoteca,15
derivativo,3
ocidentalizado,3
boiled,9
vise,1
bolas,50
buffy,34
recheado,5
saltitante,8
importação,17
estrague,6
dub,16
judô,3
grappling,2
donnie,14
yen,1
fluir,16
varas,2
bambu,9
madiba,3
shawn,33
apontou,27
filma,29
mencionadas,22
lotsa,1
acrobáticos,2
pintos,3
analisá,3
cairia,2
bombardeie,1
underworld,7
slayer,9
interpretadas,24
atuam,23
desencoraje,2
porção,13
hks,1
race,17
impressionou,97
improvisadas,13
chamariz,6
pária,21
decompõe,1
rocker,3
favbut,1
ben_cheshire,1
improvisar,12
acordes,6
trompetista,8
intrigou,13
temperamental,21
extensas,10
alheia,6
ninhada,10
trompete,7
povoando,1
expressivos,13
editar,26
revisar,7
improvisação,31
retrospectivo,3
nublada,3
azulada,2
doze,47
compassos,2
jaime,6
obtida,9
improvisem,3
melhoradas,3
dobro,23
altman,101
hestitantes,1
confiantes,12
inventaram,15
ajusta,9
crepita,3
dançarina,74
estátuas,19
ai,29
karina,6
improvisado,35
godard,23
rondando,7
lelia,14
goldoni,10
carruthers,7
roteirizado,29
ensaiado,9
cassavetes,123
inevitáveis,17
custos,26
profundidades,7
extrair,29
direcionar,12
oficina,8
shadows,23
culminar,4
ensaios,25
desenvolveram,18
aperfeiçoaram,6
espontânea,21
abaixando,4
carlins,7
ressuscitá,1
tonys,42
bens,51
autodepreciação,3
sincronia,17
granular,1
constroem,22
imersiva,1
matizada,3
perpétuas,2
marcadas,8
flutuações,2
desesperadas,21
melancólicas,4
minguss,1
complemento,26
mantra,4
cheiro,40
pontapé,19
renovação,7
debut,6
godards,9
ã,42
bout,4
soufflã,1
moldaram,4
respiram,5
alcançadas,4
hurd,10
onírica,11
normalidade,23
moralizadores,1
mecanismo,14
exclusão,1
autoconcepção,1
urbanos,20
spike,63
lees,23
preparada,21
expandir,12
etnicamente,2
nichos,3
espaços,36
esquinas,3
lotadas,5
lobbies,1
hotéis,11
engloba,10
luvas,23
pelica,1
sipho,1
recortes,15
vivenciar,2
rastreada,2
forrage,1
tópicos,58
franca,19
graduate,14
datados,25
retém,11
gota,21
cápsula,34
beat,30
improvisada,18
admiráveis,15
errando,2
tropeço,3
gafes,3
chegue,31
afundou,15
explodisse,2
cotidiano,18
efêmero,3
informando,4
cinzas,29
pigmentação,1
leila,22
caucasiano,4
indubitavelmente,7
hippest,1
manhatten,3
driven,6
masterização,1
criterion,23
indiscutivelmente,30
indiferença,37
contentamento,6
cassevettes,3
emergente,10
emergindo,12
discutiram,3
redescobrir,6
léxicos,1
xeque,4
cassevette,1
examina,31
cegados,1
evocada,3
prolongar,6
adota,18
lermos,1
perseguia,3
influências,30
solos,4
escultura,11
cultos,13
triviais,12
trompetistas,2
perseguidor,9
consumado,15
improvisadamente,1
imaculada,12
figurada,1
transmitia,4
logicamente,6
1959,72
repertório,28
improviso,9
manhattanites,1
benny,36
desmaiada,2
goldon,1
arcos,24
crosse,1
bennys,2
perambulations,1
lelias,3
lovelife,1
davey,16
pontuar,4
degradado,7
boates,12
iludindo,3
magricela,1
marginal,7
encorajando,4
scorseses,10
iorquinos,13
cinematograficamente,7
naturalista,23
exteriores,25
toa,5
esboços,30
apagão,4
cortadas,40
atroz,16
registry,2
credo,2
defendeu,4
tipificado,3
retirarem,1
esconderem,1
dir,17
controlados,14
exibiam,2
whitesaka,1
perplexos,12
perceberem,4
opostas,13
leito,35
hughie,4
desagradavelmente,7
estase,4
fiada,11
cassavettes,14
davids,30
curb,9
enthusiasm,8
entrelaça,22
estilhaça,2
passearem,1
scorsese,50
bookie,2
diplomaticamente,2
demorei,10
imperfeições,11
mantivessem,5
implicam,6
professavam,1
welles,173
assemelhar,11
mingus,1
shafi,4
hadi,1
penas,16
pirulito,2
aspirantes,27
jules,59
dassins,9
ocupam,11
inspirados,30
cinéma,5
verité,3
apreciativa,3
descontentes,7
streets,25
workshop,1
financiado,12
staccato,7
naturalistas,7
aparente,132
irreal,47
geniais,14
ajustado,6
nivelamento,1
instrutiva,2
wilders,19
sirks,3
orson,67
touch,17
across,4
everglades,4
luc,25
breathless,12
portáteis,5
jazzística,6
árbitro,7
artifício,32
visa,7
cinético,8
ritmado,49
cool,35
beatniks,2
gena,19
rowlands,26
gazarra,1
falk,104
redobrados,1
anula,4
gorshin,14
overdoes,1
contras,26
overcompensating,1
groener,2
subscrito,2
exagerando,22
angustiosas,1
ursula,5
theresa,22
fletcher,13
subutilizados,6
shirley,56
wendie,5
jill,48
eikenberry,10
faye,19
ohara,41
cloris,20
leachman,22
rasga,23
enquadramento,29
encenação,32
closes,26
demasia,8
erraticamente,1
durões,23
theresas,2
supercontrolado,1
manna,15
empréstimo,28
devolveria,1
avaliam,4
charada,4
partridge,8
marys,5
freira,21
sarro,48
freiras,17
tonight,21
experimente,45
productions,24
agentes,89
verossímil,13
gastei,3
werent,9
entretendo,11
terminaria,17
surgirá,3
freqüentador,7
arriscaria,5
doentios,3
verrugas,12
graduado,16
ub,11
cervejas,9
duram,17
organizadores,4
devastada,18
apartheid,13
desmente,8
voltamos,9
meditar,3
flutua,14
witticisms,1
teaser,11
grumpy,5
millions,1
antiquados,18
incontestável,6
caísse,9
destinados,24
generosity,1
greed,2
convertendo,4
esmagando,9
veríamos,5
aprendidas,13
beneficiar,11
mama,29
desenfreadas,4
sidenote,2
arrastou,12
segurou,10
lutamos,2
ligue,7
solicite,1
tenacidade,6
reunido,21
acreditou,9
d'us,2
clã,39
dádiva,2
realizassem,1
convoca,5
devolverem,2
financeiras,11
inverno,81
talheres,2
realizamos,2
burtons,20
direcionando,9
granadas,8
multimilionários,2
maná,1
reconhecê,15
denominá,1
oprah,23
graces,11
saving,34
shelly,10
duvall,56
quinteto,3
entregues,23
aconteceriam,5
juntaram,14
intrigaram,1
elevarem,3
naturezas,9
responderem,1
aqueceu,5
aplaudiu,8
cadência,4
prestando,27
perspicazes,17
experimentariam,1
direcionados,11
emblemáticos,2
intrusivo,4
rastreei,2
publicações,4
paradoxo,11
inconstante,6
leque,2
damon,73
runyones,3
morais,80
pontuando,1
juvenis,20
'grandes,1
explicitação,3
inez,3
mac,21
bake,2
classicamente,6
desatando,1
cadarço,1
pôquer,27
aproximadamente,29
350,4
ilumina,36
católica,61
posicionada,4
ocupar,10
renovar,8
espectacular,1
associação,42
descrita,39
embaralhar,1
turísticos,10
arredores,28
pitoresco,10
lagos,4
tirassem,7
segundas,13
eickenberry,1
comprovam,2
andou,14
gabrielle,3
destinatários,1
produtoras,4
respeitosamente,9
clareza,54
predicamant,1
fanatastic,1
relaxante,18
vulgaridades,4
moro,45
rastejando,13
malicks,5
wonderful,13
escudeiro,8
gothos,4
shatner,22
campbell,122
especificada,2
sulu,6
spock,57
desaparecidos,16
tripulantes,10
encalhados,10
trelane,8
escudeira,1
scripts,26
campbells,9
mimada,20
alimentou,6
roddenberry,16
hort,1
surrealismo,30
amplia,8
iniciantes,18
estelle,12
convencionalismo,1
retrataram,15
desenvolvidas,16
trelayne,4
joguinho,2
enterprise,36
inautêntico,3
inconsistências,18
imaturo,17
falível,2
trelaynes,1
delancies,1
radicalmente,13
histriônicos,4
bravatas,5
desaparecer,45
tornava,13
vingativa,11
fale,40
sentenciando,1
trekkies,2
cativos,6
enterprises,1
humanóide,5
antecipa,10
treks,12
enigmático,29
next,45
generations,1
uhura,2
uhuara,1
explorou,15
apta,2
garras,35
desembarque,6
aristocrático,7
tricorder,1
mccoy,45
cósmico,9
most,8
exasperante,5
desmaiarem,1
desenfreado,15
convidada,25
trelanes,1
enfeitando,1
comentando,21
contagiante,34
lancie,1
captou,18
generation,10
nômades,5
saltmen,2
tibete,8
preservará,1
gerards,6
atingiram,10
prego,15
chamativos,10
colaterais,8
desaparecimento,43
nomeadamente,6
valiosa,27
tibetanos,5
ponha,5
panela,12
nômade,4
participa,21
superstições,8
poesias,4
épicas,12
homero,11
serenidade,9
entrelaçaram,2
rudimentares,4
shopping,20
desconecte,1
desligue,10
celas,7
_saltmen_,2
magníficas,23
fassbinder,23
ballhaus,3
1973,52
matrix,85
albatross,1
fleetwood,2
37,42
metafísica,15
platon,1
aristoteles,1
ontologia,1
abstrata,15
ciências,23
aristóteles,1
usurpar,3
recusavam,1
biológicos,12
físicos,32
químicos,8
paralisados,2
trariam,3
fassbinders,16
welt,2
draht,2
tarkovskys,7
solaris,11
alphaville,2
filosóficas,21
emergentes,5
confusas,34
realidades,55
criminosas,21
conteúdos,7
abstratos,6
incorporando,9
apetitosas,2
percebida,10
psiquiatria,6
stiller,35
abolida,3
permaneçam,2
exibir,35
ascendente,7
estruturadas,2
hierarquia,19
heterogênea,9
consequência,12
implicaria,4
espartilho,2
individualidades,1
reservam,2
geracionais,1
voltada,17
geraram,6
casamentos,40
desfrutou,3
compromissos,14
epifania,12
elaborada,26
lutam,92
sanidade,36
elétricos,5
artificialidade,4
thirteenth,1
floor,2
filosóficos,11
moldam,7
ard,1
observo,8
sims,12
expressou,11
saberemos,11
freaky,6
comparáveis,7
nestes,36
processadores,1
cunhar,3
ciberespaço,5
virtual,58
maciços,5
pirotecnia,6
rv,12
emergir,15
valiosas,9
apodreça,1
colete,6
distribuí,2
wdr,2
pagasse,1
dm,5
autorais,12
reembolsáveis,1
considerariam,4
fã¼ã,1
tragen,1
sonntagseltern,1
kellerkinder,1
atualização,29
mittschnitts,1
euros,6
apaixonadas,17
distúrbio,11
entristecesse,1
implorando,26
encolerizam,1
tunney,5
tourettes,10
seguirei,2
niagra,4
instilar,2
pioraram,3
declínio,46
rambled,1
tocasse,12
leaving,5
deprimir,1
jimmyjoejetter,1
sintonizei,8
sugado,32
fantasticamente,39
tragicamente,32
consistentes,19
tuney,1
marcy,11
winslet,20
recusado,11
acolchoado,3
criptografadas,3
sharpie,2
programador,11
mod,7
iniciador,1
preemd,1
interface,5
moscow,1
karlovy,3
vary,3
reticente,7
cobras,37
periculosidade,1
badalado,2
timoneiros,1
ie,10
comeram,2
wier,1
ocker,1
ishness,1
depreciação,4
lúdica,9
apavorante,6
pods,9
aparelhagem,1
volvo,1
esquisita,14
matthews,13
huzenroeder,1
canoas,2
luv,4
aust,2
entrecortado,1
comi,3
hersheys,3
frayne,10
seth,42
ganhe,17
arremessado,2
bobbi,1
interrupted,2
clea,1
seleções,17
reagimos,3
cheerleader,1
baixas,68
mínimos,15
niagara,6
sydrome,1
tunny,2
especialidade,11
recluso,11
romantiza,2
touretes,1
natur,1
83,8
truska,1
avakuns,1
portuguesa,6
slp,1
converter,9
ots,1
waldemar,5
braz,1
sao,2
scar,4
leopardos,3
neves,2
ameaçadas,8
extinção,21
despertará,4
grands,2
bisnetos,2
situada,10
sibéria,3
tigres,14
descer,24
fazendas,7
afastadas,3
avakum,7
pêlo,4
eremita,9
selva,110
ameaçadores,23
quedas,24
explodem,14
ivans,7
caçada,30
caçadores,76
avistam,2
perseguem,28
bosque,7
espesso,6
fere,2
enredar,3
enfurecida,9
desconfiados,4
endireita,1
linchadores,4
avakums,1
jimmie,13
haskell,3
albinonis,1
adagio,1
deteriorando,5
sth,1
prejudicados,5
embaraçosos,8
jingo,3
esquisitas,9
ate,2
repulsão,2
martelo,23
hmmm,12
ebay,46
deleted,1
raffil,1
alasca,10
desertos,12
congelados,14
afundará,1
coleciono,1
when,18
blows,3
74,9
newbury,2
berkshire,3
haggery,1
grizzly,7
adams,87
fitness,4
pulverização,2
verificando,9
fascinava,1
vidrado,1
achando,21
rodovias,5
cansadas,11
adulterado,6
jorrando,12
sépia,8
premiar,3
escolheria,11
desatualizada,3
pressionar,7
relançamento,12
relançar,6
nomeados,14
boliche,19
desrespeitando,1
fuja,3
queimadores,2
aliada,6
código,134
proibido,36
cartoons,27
deparam,33
engenheiras,1
impuseram,2
volumes,20
looney,46
tunes,42
merrie,3
melodies,3
bugs,108
daffy,73
porky,12
goerring,1
duce,4
tojo,1
walt,71
lantz,1
jap,5
indiscernível,3
youre,2
sap,3
brandos,21
reduziriam,1
popeye,23
lembramos,19
oyl,4
bluto,3
expoente,5
assobio,5
pulcritude,1
blutos,1
honrosas,3
babe,12
espinafres,1
exageramos,1
mítico,19
uss,8
pensyltucky,1
sp,7
spinach,2
fer,3
theatres,4
agrupamento,5
editoriais,5
metropolitano,1
ilustrações,10
representativo,6
bunny,49
envoltos,5
armaduras,4
humorísticas,19
palatabilidade,2
inteligencia,1
apreciem,6
patrulhando,3
pescadores,8
assinado,11
mesquinha,10
redondos,5
arrancados,20
inofensivos,9
almirante,20
aludindo,6
cruzando,20
ja,12
pansies,1
foils,2
popeyes,1
seein,1
an,59
britain,13
envelheceram,6
jingofighter,1
heuzenroeder,1
muitíssimo,3
empurrar,54
bowie,5
opps,1
atemporalidade,4
gengibre,3
d'água,35
greta,34
garbo,105
garboanna,1
ninotchka,9
39,30
barcaça,4
carvão,23
brooklyn,87
bridge,6
coney,6
bickfordmatt,1
wine,1
roses,19
62,4
039,1
06,16
1929,20
quinta,59
procurarão,2
shires,1
yasser,1
arafat,2
asner,1
hackman,13
garbos,30
transitar,1
estocando,1
reparei,1
sueco,53
melhorando,18
estrelinha,5
89,10
marie,154
dressler,39
infinita,12
inebriados,1
sinuosos,5
marion,116
bickford,14
aliviada,6
músculo,14
renomada,2
parade,24
acidentado,6
14º,8
sueca,26
infelicidade,17
meeting,1
movimentar,6
engajar,11
dinner,7
eight,10
talkies,33
garbobut,1
robeson,1
majestoso,7
proscênio,1
capacitação,3
minorias,11
permitisse,4
marginais,2
brutus,6
assumissem,2
progressistas,5
oneill,38
caracterizações,67
eugene,74
oneil,9
christofferson,1
verbalmente,15
oscilando,4
oneils,5
dresslers,1
dialoga,2
marthy,6
owens,23
bêbadas,7
rato,80
conturbado,21
prostituição,39
glamouroso,7
postura,35
dobra,13
agonia,28
torce,20
dredged,1
helluva,2
1930anna,1
vestidas,11
cética,6
empurra,43
clarence,33
soletrando,1
bêbada,27
publicitárias,1
perderiam,2
sotaques,62
autoria,13
dramaturgos,9
usasse,13
orla,12
pôde,24
ajustando,4
abrigam,4
repetindo,41
pauline,32
concorreu,4
177,1
1921,15
conhecidas,51
revivida,6
assegurado,3
daniels,51
fotografou,7
bendfilm,1
planejadores,1
inadequado,22
preceder,1
caprichoso,16
misturar,34
hmmmm,9
tangencial,3
proporcional,4
programadores,5
planejando,53
tangenciais,1
criador,73
intencionados,11
verbosidade,2
afetivo,8
browns,27
estacionária,3
microfones,11
primitivos,18
icônicas,4
surrada,4
bolsas,7
uísque,15
bruta,21
marujo,2
pescador,16
inferiores,21
engolido,11
underplaying,2
ranger,64
oneills,5
pultizer,1
prize,2
apoiaram,6
priest,8
transmutado,1
acusados,17
ignorem,1
diluir,4
ofenda,4
sobrevivesse,2
destrutivo,13
mandou,15
decência,25
chriss,7
subir,48
esculpido,3
eloquentemente,3
lavernes,1
marthys,1
estabelecendo,26
impactantes,5
perderia,13
marions,1
fixo,12
iorque,6
nearly,1
paródias,37
hari,32
lubitsch,45
seguramente,17
elogiadas,10
multa,9
marítimas,5
faladas,18
eletrizaram,1
torrent,7
1926,5
esperou,13
pola,25
negri,1
vilma,1
banky,1
renée,19
adoree,4
caíram,27
navegou,4
trocam,15
afiadas,12
medem,5
tomam,64
originou,7
blanche,5
sweet,42
arrojo,1
gravidade,31
carismática,20
escarpado,3
contrapartida,11
manejado,2
beirando,6
psicose,22
excessos,29
tempestades,12
incerteza,27
impregnante,1
condenável,2
chamaríamos,1
ambivalência,8
neurose,7
analisar,33
entrelaçam,17
comunicam,9
achamos,37
privilegiada,7
explorada,22
açougueiro,33
incestuoso,13
primitivas,6
acompanhadas,10
penetravam,1
gaspar,3
noe,2
butcher,7
phillipe,3
nahon,2
noes,4
esculpindo,3
desconcertar,1
irreversível,9
seul,14
contre,12
tous,21
contorcer,8
blandine,1
lenoir,2
reprisaria,1
envelhecer,14
sujeita,5
intimidação,11
açougueiros,11
banhando,3
autista,11
actuação,7
examinado,8
detalhadamente,5
1965,28
abate,15
agride,5
nojento,28
reveladas,18
palito,3
relaxamento,7
cuidados,37
ágil,19
3º,7
adelaide,22
palácio,33
ignora,35
girar,14
arace,1
bgender,1
er,25
góticos,12
south,151
australia,4
implicava,2
ute,2
jolly,7
comido,21
bebe,40
apropriados,9
gable,41
vivien,22
flora,15
robson,15
mulato,1
blackface,2
vodu,23
primária,17
orleans,45
clint,119
maroon,2
saratoga,11
periodicamente,8
ciclos,8
ingrids,4
flertando,14
angustiada,7
nomeia,16
soconvincente,1
notória,18
clio,4
adoração,27
trunk,3
french,46
quarternot,1
bourbon,3
uptown,1
ferbers,3
radiante,23
garimpeiro,3
desejável,10
queiram,10
tumba,4
escandalizada,2
envelhecendo,11
texano,9
robison,3
maid,6
cupidor,1
saratoge,1
sulfúrica,1
consideravam,7
careta,5
ferroviária,12
férrea,3
tunnel,5
1869,2
carnagie,2
econômica,16
escocês,47
vaga,27
cep,1
13848,1
coopers,20
viv,4
gwtw,20
atado,6
ferber,1
subconscientemente,6
dulaine,3
ilegítimo,6
servente,3
mulata,1
anã,3
cupidon,2
condessa,12
evitou,16
herdade,4
springs,20
steed,2
watts,30
whoa,11
vívidas,13
cleo,7
cleent,1
passeiam,1
quarter,2
deseje,11
bisbilhotices,1
fofocando,1
administraria,1
enviaram,11
negociações,5
saudade,26
casseus,1
midget,1
accent,3
flics,4
irreversible,2
opus,11
fraynes,5
average,2
banaliza,2
rogues,1
fatiados,1
caber,20
corrompido,7
gomezs,1
olhasse,4
escarpadas,4
menace,7
above,2
rim,8
gomez,30
ghetto,4
tupac,1
giva,3
dawg,1
ill,19
roubam,42
fnew,1
clockers,1
pwnage,1
mall,2
lay,2
fetti,1
senhores,40
scratch,14
_,10
sweetttt,1
hoboken,3
humaniza,3
cairiam,1
demonizam,1
idiotice,16
desproporcional,4
newark,6
laia,5
enfatizada,6
emboscam,1
bushwhacking,1
petty,2
inconveniente,14
índices,5
notoriamente,13
arrombar,1
emboscada,11
tenebroso,3
merecedores,7
gueto,29
varsóvia,2
espancados,10
vejamos,12
ralo,11
roubados,24
pegos,23
traída,7
aplicação,21
tendenciosos,4
sharron,3
corley,1
mencionasse,2
ampliar,9
pensilvânia,9
renda,31
dissessem,1
informar,32
teaneck,1
atraiam,4
cobriram,5
gírias,9
comprometido,33
infortúnio,7
dormiram,1
anime,148
dragonball,2
naruto,19
zatch,10
caráteres,3
focaliza,3
mamodo,9
kanchome,1
kiyo,2
strange,38
clueless,7
suzy,43
weird,7
ponygon,1
fav,3
assistirem,39
episode,14
robbie,9
vectorman,1
mamado,2
enviadas,7
mamono,1
maléfico,4
emparelhado,11
poderes,149
derrotado,18
feitiços,15
engolfado,2
alternadamente,20
mamododos,1
gash,1
kiyomaru,1
takamini,1
digimon,2
simbiótica,1
evolutivos,1
boyce,37
hutton,37
equipa,10
nocount,1
daulton,24
punk,110
froid,2
sado,3
verossimilhança,8
valentia,1
organizações,18
endogamia,1
contratação,5
manifestamente,1
falconeer,1
ganso,11
cherie,2
australiano,157
necessitando,4
meticulosa,13
drástica,3
pic,3
constable,3
victoria,36
traeger,2
toms,10
dispostos,50
arbustos,13
amenizar,3
sokurov,3
desbotadas,11
incursões,8
reflexivas,3
moscou,19
colagem,15
inebriantes,5
borrando,3
splash,6
preferidos,5
amarelo,41
sokurovs,1
recolhe,8
enterra,10
prolongada,14
solidão,135
insatisfação,4
depararam,4
desintegrar,5
pretendesse,3
desconstruir,7
dominaram,3
titulares,1
kgb,11
falcoeiro,1
desilusão,24
gramática,13
spy,25
espiões,39
moedas,24
bíblia,40
bovie,1
envergonhe,4
feche,6
pat,86
metheny,1
atreve,13
gramado,15
morra,24
gabe,6
falcão,32
crescentes,11
cauteloso,13
aprofundam,5
daultons,2
pensada,18
ruína,20
degradação,12
extensos,8
paranoia,25
consciências,2
machuquei,2
boyces,1
expandido,12
inseguras,4
relatório,18
maciça,10
atrasos,10
heroicamente,2
cometeram,13
believably,1
10cheesiness,1
crappiness,1
10geral,1
10se,1
errar,25
residenthazard,1
aperfeiçoou,14
recreativa,2
indelevelmente,4
vendam,2
quebre,4
secretas,30
perguntava,13
recomendasse,2
emaranhado,10
desiste,28
rtx,1
abastadas,2
selar,4
traíram,4
schlesinger,22
crentes,15
midnight,102
funções,27
lindsey,20
steven,131
zaillian,1
hannibal,8
senn,1
fibra,7
revelaram,9
lowdown,1
desencantaram,1
vendem,20
desenvolvê,1
contagiantes,3
schlesingers,6
competência,12
dissimuladas,3
dopado,4
desiludi,1
infiltra,8
arraigadas,1
consequente,4
compreensivos,2
predatório,5
snowman,5
rebelião,20
conspirador,4
explosivamente,2
mostravam,22
ryholite,1
trw,3
ativada,1
lompock,1
americas,8
wanted,6
daunton,4
despedimento,2
whitlam,10
correspondência,17
classificada,13
círculos,25
sindicais,3
gough,9
transmitidas,13
confirmam,4
afetada,21
democracias,2
aliadas,9
reagiu,3
vendendo,60
intercambista,1
capturados,43
cumpria,1
minutes,4
furor,3
playitforwardoz,1
supérfluo,11
cruise,20
triunvirato,1
taps,3
cruises,4
coadjuvar,1
ordinary,1
rebeldia,11
seminário,8
hingle,5
adquire,9
self,9
server,2
microfilme,11
enganem,7
pessimismo,8
desconfiança,27
extraordinárias,39
contrabandista,10
aeroespacial,1
ultrassecreta,2
watergate,4
trair,17
vagarosamente,5
passeado,9
glenwood,1
pensativa,16
eclética,9
australian,7
lynchs,17
colada,6
land,44
extremidades,12
cave,6
crocodilos,21
incy,1
whincy,1
whinge,1
rahmans,1
rotularam,2
monitora,4
fiança,7
marathon,3
bloody,29
gafanhotos,11
atingindo,20
versáteis,3
ambiciosos,12
huttons,2
pares,37
raciocínios,2
complicados,22
trilhos,28
abrasador,1
justificado,12
assegurada,9
realisticamente,38
afogar,11
autenticamente,6
adeptly,1
fleshed,1
airly,1
singer,17
leskin,11
hardin,3
patten,3
ironside,24
minúsculo,22
apostas,25
schelesingers,1
queríamos,11
intensas,44
provará,4
calculam,1
ingênuos,18
equipadas,1
dissimulado,3
selecioná,2
mitchum,76
cálculo,9
express,26
entretê,13
trabalhe,20
complacente,11
vazar,1
capitalismo,23
interminável,24
punks,32
mimados,11
desentendem,1
arrecadar,12
ressentimento,20
estupendos,1
transformavam,3
benfeitores,3
envolvam,9
drumagem,1
bbc1,5
reilly,13
1985,41
cartazes,31
gastaram,7
graysmark,2
manteria,4
compartilharia,2
moses,4
respeitam,6
indefinidamente,5
esticou,4
continuasse,17
nostálgico,47
giuliani,3
coast,8
fantastic,10
complementaria,1
abriria,4
exibições,47
towering,2
raul,17
dançou,12
rockets,3
sapateado,11
tampas,3
excita,5
sing,11
electric,8
focou,3
guardia,1
cênicas,8
bruno,134
coco,17
hilary,35
liza,27
seguiram,43
vívido,29
legendário,4
auditions,1
students,1
desatualizado,21
def,24
frequentam,2
performáticas,1
pulado,8
encurtado,6
conectei,4
boyd,19
gaines,6
conquistam,5
icónico,1
mccrae,8
meara,5
overdrive,2
periódico,2
definitivas,4
residir,8
genes,13
credencial,4
acadêmica,8
contemplar,26
cronológico,2
performativas,2
rejeição,25
vencedoras,4
curreri,1
maureen,42
teefy,4
mccrane,6
emociona,7
giogio,1
moroder,4
género,7
espectáculo,5
funcionalidade,3
filmava,5
matriculou,1
expulso,36
irritava,2
valia,5
dançaram,3
loucamente,40
jam,14
beneficiou,6
trabalhasse,7
everybody,8
fresh,8
bel,3
air,19
doctor,84
dançassem,1
agissem,2
cantassem,2
interferir,8
estágios,30
audições,8
performer,10
canalizadas,2
datada,33
footloose,3
acompanhados,16
aventuram,9
ruínas,38
habitada,8
divorcia,7
juncos,3
macabra,19
mentirinhas,1
validam,1
superadas,10
excentricidade,9
bastardry,1
normas,9
liso,24
insignificância,8
agressivamente,6
esquisitos,26
curren,1
motgomery,1
romanceado,2
desabrigado,7
hague,1
destacam,60
trazidas,22
permaneceram,15
encerramento,37
permissão,44
reitor,9
palavrão,7
chula,9
abysmally,1
overdubs,3
compensados,4
beals,3
performing,4
cantina,2
divertirem,11
transfert,1
impulsionado,18
complementaram,2
leroys,1
estômagos,11
atente,12
arrastarem,1
ental,1
citys,1
aperfeiçoam,2
amadureça,2
ganhadora,10
contemplativo,9
lunch,6
midlers,7
sintetizadores,5
walkmans,1
calouros,4
divulgados,7
finsecker,1
payl,1
garci,1
defeituosos,7
clínica,32
indelével,16
privação,8
israel,41
disfarça,10
aice,1
guignol,10
avassaladores,3
constrangimento,23
prontas,13
irresistíveis,7
serpenteava,1
estimulantes,12
aproximamos,1
divisor,1
anuário,1
enfrentado,13
frustrações,19
freqüentam,3
stuyvesant,1
bronx,15
hs,4
tech,3
rigorosos,6
esperávamos,10
tornassem,8
promoveu,8
esprit,1
corps,7
refeitório,7
subiram,12
jubilante,1
cantei,2
ilimitado,6
suburbana,37
identificação,17
meca,5
juilliard,1
endêmicas,1
fiscal,4
levara,1
falência,4
estragam,14
compilados,2
reforçou,4
bombeiros,52
aceitas,11
apareça,29
admissões,4
importadas,2
garcy,1
buraco,97
declara,22
jogassem,2
abdominais,1
ousadas,9
desenvolvam,3
franqueza,15
ansiedades,5
experimentação,12
comercialização,4
acumulou,4
roadshows,1
chameleon,4
atenuada,6
kam,6
materno,4
atencioso,18
2023,2
ibi,1
bureau,8
investigation,2
denominada,1
genética,6
puma,5
flexibilidade,4
aumentada,11
camaleão,11
camuflagem,2
amoral,15
concluída,9
instabilidade,4
molecular,1
tess,12
adkins,13
redmann,1
invento,1
cyberpunk,4
brin,1
semanal,17
mundanismo,4
cá,7
controlado,26
líricas,3
colidem,12
convergem,8
impuro,2
utilização,4
ofensas,2
fêmeas,16
mo,20
tou,1
apogeu,13
1000,22
magistrado,3
coursecaught,1
limpá,6
condenação,18
suprema,17
san,84
reabrir,4
organizar,15
executá,3
eunuco,3
adiantada,2
moderada,17
sings,2
jungle,30
weismuller,15
tarzan,241
lesser,2
sheffield,4
safári,8
templo,45
zimbábia,1
diabólicos,8
poliomielite,1
edgar,95
rice,32
burroughs,25
aprovou,6
monossilabicamente,1
constrangedor,1
brincalhões,7
barrando,1
galho,7
elefantes,47
espremido,3
skipper,4
cão,172
caw,4
corvo,13
farsesco,6
vésperas,2
detidos,10
lester,20
milland,34
cigana,23
marlene,20
dietrich,43
cigano,14
venenoso,17
ciganos,22
extermínio,10
urgente,17
confiando,14
questionáveis,13
saudação,14
leison,1
oportunidades,50
queixaram,12
plausibilidade,16
abotoado,2
esfarrapados,3
hausfrau,2
caravana,19
platônicos,1
cheira,27
fastidioso,2
adiado,6
millands,2
cultua,4
bajulá,1
cintura,16
racionais,2
censor,4
leftenant,1
temiam,7
distraísse,1
confundisse,2
raymond,69
aplausos,36
couro,33
denistouns,1
brincos,6
desencadeia,15
earrings,3
carité,1
denistoun,1
perfura,1
graxa,9
zumbida,1
universals,6
sternberg,5
split,5
casadas,8
sepultura,10
costeira,22
pastorella,1
descritos,26
encantadoramente,9
lantana,2
jindabyne,1
review,25
ãber,1
vamp,7
agisse,4
caricatura,54
adorou,35
blonde,7
cumprimento,8
profecia,8
carroça,16
pintar,32
perfurar,2
murvyn,3
vye,3
zoltan,3
holocausto,54
exterminaram,1
portagem,1
incendiário,4
