word,negative_count
votos,62
obteve,20
quinto,48
sabem,252
lesseos,7
federação,6
ladies,12
professional,2
association,4
abriu,40
lpwa,2
fechou,9
pareceu,164
alternativa,53
comparando,45
subestimado,35
survivor,20
quest,8
prévia,41
prestando,32
percebi,242
previsão,10
arrastava,6
kickboxer,5
vivendo,123
machucar,23
oponente,15
concentra,90
divide,18
ocasião,40
tropa,14
caucasiano,4
coreana,12
ignorado,39
nona,6
trocam,13
insultos,30
voyeurismo,13
ocupado,48
corpulenta,2
típico,254
espionando,6
esperamos,56
fiasco,39
trabalham,86
lyons,6
cargo,16
interrompe,17
repentino,13
dispepsia,1
passada,111
departamento,116
ruído,40
mover,109
bata,13
desenvolvimentos,25
canivete,3
traseiros,7
chutados,1
riem,49
sangrando,24
presenciando,1
apresentava,25
zantaras,1
estereotipada,84
dadas,69
decisiva,5
esvaziando,3
fracamente,18
knoxs,1
chuva,82
supérfluos,11
ernie,21
ford,100
saddle,2
alfonso,4
bedoyas,1
cozinheiro,15
colorida,38
randolph,21
handed,2
dispensados,3
destaque,174
reescrito,24
toth,2
lida,138
southern,8
cross,32
becket,4
compensa,38
cansativa,28
vazias,35
acrescentam,29
inventado,76
beirava,3
entrando,80
disparavam,2
pistolas,20
umas,82
sopé,1
chile,9
desperdice,129
alugado,38
pedaços,260
aleatórios,93
cem,66
gw,3
técnico,85
gaglia,8
reabilitação,17
desarticulado,64
inseguro,27
dramaticamente,27
frustrante,85
borrado,4
submetida,14
torturava,2
pacientes,43
sessões,30
psicológicas,9
atitudes,54
faziam,121
nazistas,111
digamos,99
adequada,102
fluida,8
princípios,36
perdidos,75
artigo,41
newsweek,6
similar,77
aa,8
funcionar,171
documentários,74
narrativos,6
comunicar,27
corretamente,158
acharia,23
serra,36
gallagher,3
jersey,27
surto,29
moriarty,10
aproveitado,12
pedra,94
fria,82
crise,61
cavidade,5
cuidados,18
cruzamento,62
seita,9
bizarra,97
hiller,3
insinnia,1
controlador,10
tonys,3
sofia,9
donohue,1
indignação,19
suposta,65
cumprimento,10
passos,93
liberada,16
fraturado,6
22,46
prisioneira,13
autorizada,12
enfurecida,4
bruta,15
vislumbres,33
malsucedidos,4
reduzidos,12
histérica,30
enganos,4
conselheiros,9
passivos,3
agressivos,7
serras,4
acusada,15
batido,20
ressoariam,1
minúsculo,35
matizes,3
revestida,3
urina,17
balança,41
dvx,2
intensa,32
escolhas,102
seleções,8
soft,83
rockers,12
pseudo,114
indie,123
inspiração,252
cracóvia,3
conseguiria,27
recorria,1
pretenso,7
artisticamente,23
catártico,4
apelar,48
hudson,83
tons,75
digitais,27
oi,32
motion,53
curta,285
shorts,47
curiosos,21
despertaram,1
8mm,30
aleatório,86
etapa,7
deparar,37
sma,2
misturado,48
recorte,13
svankmeyer,2
aplicações,1
esperanças,119
bimodal,1
10s,9
shill,4
visionário,6
visionários,2
dúvidas,54
banais,60
amadoras,15
mime,1
correu,37
prateleira,109
walt,30
lançariam,1
executada,60
coxas,33
guttenburg,6
apresentação,142
currículo,49
elma,1
gracioso,4
acertar,64
acelerado,35
acelerar,18
der,46
dica,64
recusado,20
oferta,70
participar,88
olivia,42
dabo,11
bomba,215
presente,225
sentimentalismo,34
extravagância,14
infantis,104
abundância,103
ignorância,44
esportes,56
limão,7
rugby,29
torcedores,3
coincidentemente,25
saia,96
interessados,60
el,51
paso,2
blah,31
jogadores,149
hopers,3
transformados,15
arredondadas,3
aproximar,30
bêbados,59
atenciosos,3
imigrantes,36
ilegais,34
gemido,28
guttenberg,28
encarar,53
mirins,6
compõem,30
visualização,143
cabra,33
mascote,6
insira,6
need,3
palmerguttenberg,1
montgormery,1
inaptas,1
vitorioso,9
offset,1
reservas,8
equipes,40
rivais,35
underdogs,7
topo,253
mighty,13
ducks,6
quente,284
antecedentes,9
news,26
bears,11
professora,65
cumprimenta,4
conosco,12
perdedores,70
chegando,184
quilômetros,64
suspeitos,62
pirralhos,12
tormentar,1
vencedora,28
nauseum,12
demonstra,54
probabilidade,15
sanders,38
holly,38
goldberg,49
sloan,2
perdas,19
ragtag,1
beats,2
perdem,71
boys,71
brazil,18
police,10
academy,13
cocoon,3
pixar,16
castelo,110
rockbart,2
cisnes,3
roubado,113
artes,214
proibidas,3
permanecem,53
despido,7
pássaro,67
memorizado,3
swan,12
princess,16
nascerá,3
capítulos,24
fechados,17
acabada,5
chegará,13
ilegítimo,3
chileno,4
herdar,8
fortuna,63
advogada,9
vargas,20
excitante,118
incomodei,16
valentina,8
chilenas,1
mcdowells,1
adiciona,56
cleese,11
sábado,116
retirado,54
dereks,7
reconhecível,20
rothbart,1
escolheu,96
encantado,19
sereia,15
assistimos,105
admitir,286
dessas,327
déket,1
derek,57
secretamente,48
mágicos,25
rosthoe,1
destruí,29
alcançar,104
magias,2
zelda,5
põe,17
nelas,32
arrancou,24
seqüestra,24
odette,6
princesa,68
cisne,12
desenhos,204
mudarem,4
thumbelina,4
sentei,130
tendenciosa,8
determinada,26
gastava,4
comprando,55
desfrutar,105
esgotante,3
arrancar,104
ouvidos,76
estremecendo,7
irritação,23
abria,6
morressem,14
apaixonada,57
reprimir,7
memória,182
destruiu,42
anseio,15
desejei,30
mtv,90
candid,5
camera,11
gen,18
y,27
helicópteros,36
chapéus,37
estranhas,217
kennedy,94
convida,31
vestida,58
entendem,54
casando,14
schtick,12
bacalhau,9
deitado,36
pareço,39
reconheço,22
racketeer,4
faixa,86
desligada,6
corresponder,2
ouviria,6
táxi,55
prejudicou,18
facilitou,1
concentração,25
deficiências,55
inflexão,7
compreensível,60
1929,12
melodramática,30
melódica,3
sappy,13
lombard,37
montada,20
músico,25
roubando,67
cuidar,105
armstrong,36
traindo,30
cartas,89
levantar,100
sóbrio,23
recuperação,19
fale,94
perspectivas,24
avaliar,79
inadequado,44
talky,10
bota,12
carole,25
sonoro,37
prático,15
1927,10
notar,118
combinado,37
pronunciado,10
sincero,51
provável,113
dicção,5
elocução,2
empregado,25
extensivamente,11
silenciosos,22
cômicos,96
pretendiam,15
cómicas,6
lombards,6
amplos,15
fervoroso,6
histórica,104
gângster,63
socialite,5
violinista,8
envelheceu,24
emocionais,53
risíveis,134
tardia,30
uivar,5
estático,16
limitações,34
microfones,18
técnicas,111
atrapalham,12
perdoando,4
denham,1
privada,27
sociedade,299
concerto,45
roland,17
down,75
dividida,31
chefão,43
compêndio,2
talkies,9
rígida,22
imóveis,25
falassem,1
começassem,14
terminado,74
higgin,2
fielmente,10
ditadores,8
sistematicamente,7
reduz,28
posteriores,63
legítimas,5
vidors,3
aleluia,1
mamoulians,1
wylers,2
hells,18
heroes,13
capras,6
senhoras,66
lazer,13
vontades,6
soundboard,1
encherem,1
agirem,20
naturalisticamente,1
gorila,62
sammi,5
cheng,12
lau,15
acoplados,1
yesterday,4
once,16
johnnie,12
tos,5
laus,3
amam,109
cativante,84
mrs,18
divorciado,9
hk,24
travessos,1
acaso,145
divorciaram,3
incapacidade,49
dividir,36
mamães,2
ng,2
sogra,19
jenny,18
woo,28
desconfia,3
casou,29
joias,8
colar,36
rubis,1
inestimável,39
materialista,8
sabotar,6
pple,1
apaixonar,52
reacender,6
ppl,3
apaixonados,35
ganância,44
dominá,4
ilm,4
glamour,22
dourados,17
cary,29
grace,74
kellys,9
travar,4
pesando,7
popularidade,48
encantadores,14
tday,1
cruise,43
asiático,97
apreciei,34
considero,86
emparelhamento,13
subtramas,70
cheguei,80
ame,20
celebridade,34
adaptações,48
maravilhas,34
voltei,30
forcei,9
natal,376
redentor,93
resgatável,28
lin,14
mock,5
turtle,4
iídiche,6
meryl,35
streep,33
cômica,103
clooney,41
desapegada,5
desajeitada,93
joel,74
ethan,48
trânsito,36
remonta,13
prisioneiros,107
fugitivos,22
buscando,18
inadvertidamente,28
country,58
serpenteia,27
constrói,44
clooneys,8
carismático,42
gableesque,1
bone,38
burnetts,2
apoiando,19
participações,19
goodman,41
hunter,74
adicionam,28
desliza,23
precariamente,2
indulgência,23
manos,52
impingir,5
nervo,7
óptico,2
achava,230
galaxina,18
agonizantemente,11
comentou,32
lit,4
insuportável,114
vidro,54
quebrado,74
basear,28
andróide,18
básicos,47
destroem,29
apresentados,109
subutilizado,23
stratten,24
resta,95
sucessos,50
alien,165
impulsionar,10
cruzador,5
espacial,192
definiu,13
combiná,8
adulta,54
irritado,127
barbarella,5
aint,11
shortly,2
considerável,48
imortalizá,1
singularmente,11
variadas,11
restaurante,110
terminando,74
tiram,61
sutilmente,31
maldade,79
insuficientes,9
aproximam,28
repelidas,3
silêncios,17
constrangedores,5
ambivalente,4
desenvolvido,79
agradar,76
papai,186
salvam,22
pluto,3
spaced,4
invaders,2
truckers,9
acreditável,34
schreiber,6
straightman,1
inclinado,46
digna,76
elogios,101
veículos,55
espaciais,82
passes,9
detalhados,16
apropriadas,11
infinity,3
dinâmica,36
voo,20
espasmódicos,1
estática,26
navios,50
manobrar,3
brusca,11
lentos,44
reminiscência,28
marítima,4
cantina,3
gags,19
adormeça,3
valeria,47
refazer,103
madkaugh,1
esnobe,28
odeiam,51
adoram,45
destinado,108
espalhados,33
papelão,155
convincentes,165
projetada,30
famosa,89
motociclistas,36
macht,3
avery,13
hinton,2
naves,27
falecida,17
rodada,18
descansa,6
firmemente,36
reinos,8
lixeira,51
supermercado,32
galaxinas,1
resgatá,32
exclama,11
bunnyfluff,1
desenha,16
sniggers,1
divirta,29
starcrash,1
notoriamente,19
1977,34
brooks,73
spaceballs,9
lembrada,14
trágico,65
playboy,41
ciumento,28
marginalizado,2
oficial,148
statten,2
posteriormente,18
biopics,6
curtis,46
mariel,10
hemingway,23
reduzida,27
apoiada,5
ostensivamente,24
propósitos,16
tripulantes,22
lanches,9
fiquem,37
colarinho,20
coral,9
cue,12
chegarem,19
luminosa,6
exija,6
atuante,7
possuir,42
humilhante,32
extravagante,112
cornelius,4
butt,5
orelhas,28
esportivo,29
fumando,39
provérbio,2
citando,16
chinês,60
peluda,3
barulhenta,20
mantêm,61
entidade,29
menção,105
listar,35
atacados,42
fedorento,69
falsificar,9
óbvios,79
benigno,3
angelo,19
rossitto,8
visitam,18
planetária,3
tonalidade,5
amarelada,2
parecida,71
habitantes,57
gourmets,1
delicias,1
cardápio,6
skin,4
tonic,1
scotsman,1
rocks,12
thigh,1
pies,5
baked,5
alaskan,1
motoqueiros,27
divindade,9
harley,15
davidson,27
escapam,44
ousam,13
telas,52
sargento,43
thor,7
comelius,2
jd,14
buzz,15
playmate,2
stratton,7
roaming,3
navio,283
desconhecida,46
chamam,74
instrui,8
revidar,8
entro,13
notado,55
laser,33
emprestados,19
battlestar,25
galactica,31
1966,30
terno,91
connie,16
sellecca,1
considerada,43
doninha,5
merecesse,6
apreciadores,3
joia,23
atuações,120
procuram,64
hilários,46
motociclístico,1
sádico,67
desculpá,1
pornô,260
tirasse,18
acabasse,32
gemas,11
revitalizada,1
subjacente,38
trágica,53
spoof,18
timing,45
madura,26
galaxy,15
provaram,17
adaptar,31
clássica,150
odyssey,8
30s,4
nostalgia,48
aventureiros,15
escapados,3
condenados,56
afligida,1
apuros,55
efetivamente,45
evocando,4
correm,93
prejudica,20
desventuras,10
ninguéns,6
egoístas,33
arrogantes,24
desalmados,2
mesquinhos,8
impondo,4
odiá,36
oferecidos,10
palhaços,36
marcham,1
desfiles,6
odisséia,15
encontrando,92
simbólicos,5
místicos,13
ofensivos,13
operativa,2
ridicularizadas,5
esquerda,118
consequentemente,19
batizados,1
sereias,5
brigas,53
socos,35
rádio,166
chicoteadas,2
paus,7
desarticulada,33
evocam,7
confundem,14
entediam,2
ranho,7
gratuitas,31
dillinger,33
vacas,33
simbolismo,63
diminui,48
origem,104
recorre,18
screentime,4
dor,344
lutei,12
verghese,2
aids,34
punida,8
dificuldades,67
vergheses,1
melhoram,7
atuam,15
naveen,3
andrews,56
tabu,20
resmungando,18
mantê,117
melhora,33
esperadas,13
period,5
prontamente,47
caudas,9
proporções,28
épicas,16
patetas,55
arrastar,91
classificou,11
million,16
years,14
raquel,14
welch,19
raciocínio,27
alvorecer,5
civilização,56
sentavam,2
agarrar,25
vistas,51
região,46
geograficamente,3
diversa,2
cacatua,1
camelo,3
macaco,136
terras,48
água,412
apêndice,4
engolindo,6
coaxando,1
rato,89
obrigatório,38
dreck,32
piorou,22
começaram,116
poleiro,11
maltratando,2
seta,5
produtor,306
aparecer,220
adivinhar,110
familiar,256
placar,19
inconfundivelmente,7
ennio,13
morricone,13
bruto,56
indecente,24
moes,1
comê,17
animal,189
aprendendo,38
awwwwh,1
sufocando,12
bocejo,64
revivo,1
100,347
nuas,129
erótica,34
crosta,11
joelho,22
mérito,92
gerou,40
picar,4
cauda,20
romances,140
traiu,15
violentamente,28
símbolos,26
complexidade,31
tim,202
burton,58
hayao,1
miyazaki,5
dirija,11
neverending,2
kitsch,23
ininteligível,17
leram,46
tristes,63
acompanhante,8
reação,174
whince,1
freqüente,11
estrabismo,3
zoológico,22
circo,49
rejeitaria,2
banquetearam,1
dezenas,99
louisiana,26
trio,80
impressa,10
caçada,22
eureka,7
inconsciência,6
assumindo,58
terminar,345
lovecrafts,2
lurking,1
alterações,11
milha,56
full,54
lears,2
mccormick,4
fotografa,6
short,30
contei,25
sombria,144
abandonada,80
explora,46
arquive,4
millers,9
crossing,12
impressionado,179
cómico,11
goofy,20
ó,4
estás,2
lebowski,3
hudsucker,2
proxy,2
episódica,11
esperteza,19
vagamente,150
arbitrariamente,7
ulisses,2
mcgill,1
aventureiro,16
homônimo,16
homérico,1
regresso,4
impedir,92
penny,11
pretendente,16
descobrimos,86
ulysses,2
homer,17
hand,19
luke,85
reuniões,26
ku,9
klux,10
klan,12
vocabulário,16
extorquido,1
advogados,34
associação,25
baby,138
nelson,104
clark,96
gable,30
diversos,14
discernir,11
alusão,11
preston,45
sturges,13
sullivans,2
travels,7
brothers,77
familiarizados,34
recompensador,2
socialmente,24
consciente,45
sullivan,35
vagões,4
embaralha,7
crítico,173
versus,57
seriedade,45
função,23
motivar,2
cultura,236
moderna,153
textual,2
tonalmente,1
tematicamente,10
arbitrária,10
boba,149
admissão,21
tire,35
adorei,66
usaram,117
centenas,148
desistir,84
dansen,1
particulares,14
marrom,23
azuis,50
carnívoras,5
subterrâneas,10
protegerão,2
demons,41
smiths,13
lançadas,28
horda,8
devoradores,8
edifício,39
libertados,10
macabro,13
make,35
fx,110
imprevisibilidade,4
gratificação,6
demonizados,1
comidos,14
vivos,147
abatidas,9
puxou,17
cortesia,31
splatter,77
campiness,4
gotejamento,4
comendo,119
andar,189
ácido,59
possessão,14
aniversariante,1
arranhando,7
grávida,92
boneco,85
explode,94
atravessa,33
planejada,31
daquela,100
bavas,11
funcionaria,26
mantivessem,3
zelosa,4
precoce,30
argentos,14
gostosa,94
ásia,50
argento,38
bava,35
cadeiras,28
marionete,12
pateta,43
little,132
selwyn,2
alive,73
jus,27
vibrante,13
obscurece,5
demoníacos,14
energia,260
grunhir,2
rosnar,7
lugosi,112
lunch,3
russ,22
meyer,16
aprecio,51
burroughs,13
esque,10
circunferência,4
amargamente,20
suga,51
pms,2
ouvirmos,5
corretas,19
dikens,1
encontrá,99
confundindo,14
amava,81
ginásio,11
gritava,12
gritar,172
deixava,16
ouça,45
bloquear,8
dirigiam,5
shafted,1
zumbi,279
pau,45
vassoura,16
chamou,73
tvs,30
capricho,27
odiei,110
injúria,20
acompanhamento,41
indicando,20
triunfam,1
casual,32
respondidas,25
distribuiu,5
colecionadores,13
argentophile,1
queira,127
descartável,30
sacrificado,8
alinhar,12
asia,8
onze,37
estilizar,1
mirren,19
olhares,57
fumegantes,10
lamberto,23
dinastias,1
italys,4
subgênero,24
mario,57
imperdíveis,2
arranha,15
televisores,4
combinada,27
mater,3
investigativos,1
provas,43
concentrar,75
fustigado,1
gene,86
loves,17
jezebel,2
teclado,26
boswell,3
dinastia,6
lord,44
illusions,1
cronenbergs,5
maravilhosamente,64
nasty,7
shivers,1
they,12
came,8
within,11
ausente,78
run,50
mill,8
paixão,192
agraciou,2
ignoram,15
matam,114
moradores,58
macabra,9
dario,13
participação,90
elaboradamente,2
vinhetas,23
narrativas,25
povoadas,3
finas,15
brilhar,34
newmans,5
improvisação,29
financeiro,23
produções,109
vendáveis,2
amigáveis,15
buck,42
chamativa,8
centésima,3
dramático,182
fizessem,47
cotidiano,6
inventassem,3
esticados,8
introduções,5
espiasse,1
mordaz,10
ummmm,2
absorventes,2
imortalidade,7
cataratas,3
império,43
nasci,14
envolvo,1
emmy,19
falls,25
recebeu,154
admiravelmente,13
alucinante,13
honrarias,1
prêmios,77
insular,5
cínico,50
xptyngi,1
simplificando,26
caminhos,48
plotagem,26
excesso,92
aproximação,4
scattershot,2
soap,15
opera,26
dummies,6
premiado,26
aperitivos,2
prová,1
retirados,23
caracteres,121
introduzidos,41
digerir,13
harris,118
extraordinariamente,37
dennis,132
farina,7
hunt,52
woodwards,3
metáfora,37
malvado,189
arranhá,1
cobertas,19
desenhado,21
voss,4
perturbado,66
ato,275
desespero,72
inspirar,30
aliviado,15
revisões,20
azedado,6
começando,180
preocupar,178
elses,6
manipuladora,15
desenrolava,11
ficava,67
agem,131
implacavelmente,26
piegas,52
questões,188
achamos,41
excruciante,50
enlouquecedor,11
metáforas,15
pesadas,39
demasiada,16
frequência,91
nobodys,8
fool,21
russo,152
adorável,154
diário,48
queixas,21
impressionados,15
sentiam,21
books,13
tape,3
madeireiros,2
troncos,9
artísticas,46
canadense,137
tolerância,44
respeitar,25
culinária,12
emeril,5
lagasse,4
chef,27
alimentos,10
lançam,26
dreno,7
urich,5
insuficiente,15
stunk,11
review,36
negativa,74
delírio,8
maravilhosos,67
porcarias,24
orgias,11
bi,5
oral,16
precisando,38
transa,8
vergonhosa,14
levantarem,3
satisfaz,16
ausentes,33
reconhecidamente,32
adivinhem,8
assentos,39
aplaude,4
cartazes,41
cartaz,48
anônimo,21
capturou,25
deed,8
poll,2
categorização,3
experimento,85
convencional,53
chocantes,70
kowa,1
andrã,1
schneider,45
ediã,1
ã,11
cã,2
steffen,7
ritter,26
compensam,14
deslizaã,1
ãµes,4
tã,2
cnicas,1
tãºdio,1
pãºblico,1
frias,10
ambição,42
incestuoso,24
perturbadora,58
analista,4
biermann,1
neutro,8
demorou,57
trechos,51
sean,135
ivy,11
credíveis,19
pronúncia,7
enguns,1
promissor,135
esfolado,6
atingida,13
amaria,5
belamente,7
gianni,2
meurer,1
andré,9
esteticamente,12
encenadas,24
editadas,26
xícara,49
chá,73
controversa,17
desperdiçada,80
electra,12
glide,8
blake,31
motocicleta,46
desértico,2
eg,2
chicago,87
lufada,7
filosofando,3
tecnicamente,126
abominável,31
audíveis,3
pops,4
flesh,29
requer,47
dallesandro,6
polido,14
passo,147
definitivo,30
ellect,1
amarrados,24
reduzido,56
intro,9
fluem,9
distintamente,20
independentes,93
caracterização,143
fazenda,99
hippies,50
dignos,41
aplicação,25
zipper,3
específico,50
temo,45
enganosamente,4
digno,187
produto,172
blakes,1
composição,33
copiado,13
duplicado,1
lembraram,11
johnny,140
american,234
gigolo,9
filosofia,67
desatualizadas,5
subestimada,19
negligenciado,12
influenciou,7
futuros,44
pouquíssimos,7
afirmar,31
lendário,63
conrad,60
hall,78
egib,1
merecidamente,15
movieplex,1
interessou,14
levariam,7
aconteceram,55
buddy,57
hippie,57
besteiras,20
induziu,4
tripa,29
pisser,1
falsificado,6
fingindo,79
desfocado,8
esfaqueado,31
aproxima,60
jogavam,5
oficiais,39
ambulância,18
retiravam,1
expunham,1
ferida,55
trabalhavam,8
estacionamento,34
emergência,27
autorizados,11
trapaceiros,16
ligo,10
vomitando,30
anfitrião,27
tapeadores,1
joey,34
greco,5
desgraçado,6
efetivo,19
desprevenido,4
grampo,13
federal,26
união,46
soviética,27
nazista,64
rolou,12
liberdades,28
nação,57
admirar,152
imundícies,1
concordem,7
infowarrior,1
incomodo,8
anfitriões,14
desprezíveis,42
postura,35
encenados,19
oprah,18
diária,11
trapacear,10
armadilhas,41
aconteceriam,5
aconteceria,67
desesperados,48
improvisar,28
fundamental,55
ingenuidade,27
contratados,20
desempregados,14
mesas,19
ligação,58
talk,39
trapaceiro,27
jerry,235
springer,64
cheaters,6
apareceram,65
comparar,116
disputada,4
esforçado,6
truques,129
transparentes,16
esquiva,15
documental,13
veia,35
telespectador,7
atarracado,5
crescente,53
difamar,5
femininos,68
mostrada,103
governo,255
reside,31
população,84
propensos,10
reduzir,19
enfraquecer,4
psicológica,26
agressivas,5
queixo,61
questionam,7
atropelando,6
sintam,10
austrália,88
masculino,196
agressões,2
duvidosas,9
acusações,36
bebida,81
controlando,12
populacho,1
prendendo,11
afirmando,29
maquinações,15
políticas,66
privacidade,6
violação,18
agride,8
estariam,47
trapaceiras,1
pegos,28
felizes,113
sujeitarem,1
saírem,15
balançar,27
controlar,54
violentos,53
brutalidade,36
devassa,1
expressada,1
passatempos,2
glaciais,2
fadado,11
vigilância,21
implicaria,6
eleva,28
glorificação,9
esferas,3
old,52
viram,215
repulsivo,37
windbag,2
lowbrow,11
highbrow,2
making,30
cliché,23
lacuna,25
pullman,21
cold,39
blood,176
jennifer,128
supervalorizada,1
crua,35
motosserra,22
fbi,145
cutucá,1
mader,1
brutais,43
torturada,18
assassinada,41
frequentadores,17
feia,105
rapé,36
julia,116
doentio,45
tentamos,15
racionalizar,6
distribuído,27
2009,18
prejudicial,26
níveis,202
integrante,15
sentem,76
selecionado,15
apostar,34
bravas,2
desligadas,5
patchwork,2
subterrânea,22
experimental,53
inclinados,7
extensa,30
compreensivelmente,28
underground,47
ícone,39
artista,168
excêntrico,67
expressa,27
opiniões,100
delineia,1
modus,6
operandi,5
improvável,164
corrido,20
89,21
105,12
warhols,10
satisfatório,53
tolerável,66
hustler,2
1965,21
augura,3
ditado,31
seguirem,7
rápida,131
sucessão,27
valioso,46
cápsula,24
60,330
protótipo,19
adorna,1
candy,68
darling,12
imortalizado,4
says,1
1969,48
velvet,11
inovadora,26
descreveram,9
experimenta,13
visualmente,99
recomendou,17
fat,26
movies,43
surpresos,17
gulosos,1
parafraseando,13
perdoe,20
citar,69
erroneamente,38
tomei,29
assumo,16
cálculo,6
premissas,26
culparia,3
enormemente,7
agente,289
ill,23
finalizar,8
corruptos,40
pneus,16
adulto,185
convicção,47
cole,58
sexto,28
desenvolvidas,14
percorrer,27
continuarei,7
drogados,20
risonhos,3
chocaram,1
princípio,75
revendedores,4
lutava,8
ligou,19
mandou,11
contados,13
carinho,32
começarem,27
pisca,34
goosebumps,1
car,27
bullet,7
coffee,2
rebaixei,1
twist,18
voyeurs,2
descritos,30
limitados,28
psicopatas,28
andares,27
dormem,19
personificado,3
reconhecendo,8
certificado,10
contorcido,5
interação,67
incidente,84
stephanie,29
silencioso,40
intenso,53
site,195
supostos,27
tornado,85
pretendida,9
ormond,8
páreo,20
repreensivelmente,1
habilmente,47
sociopata,19
cansados,66
descaradamente,81
instintos,18
desligado,50
interpor,2
pell,3
salvador,32
crack,36
ganhasse,5
compararam,7
born,27
killers,58
observem,1
tarantino,118
mickey,92
mallory,9
repreensíveis,4
compreensivos,3
deseja,102
sonhos,190
molhados,6
fração,21
aderem,4
mensageiro,8
meditação,6
transcendental,6
guru,22
davids,13
santidade,5
maharishi,1
mahesh,1
yogi,3
hipocrisia,29
samuel,36
dieteman,1
serial,184
killer,241
devoto,14
recreativa,2
adorado,18
culpem,1
desalentador,1
spiler,1
comingi,1
falsidade,12
moralmente,48
entorpecida,6
xers,1
aprendem,26
ofício,37
teoria,127
estética,35
chafurda,3
sofrimento,73
injustiça,27
testemunhado,7
cavalgam,1
comingpara,1
produzidos,55
sádicos,20
artesanato,8
aplicado,16
aplicá,4
grosseiro,97
atuado,34
alfred,45
feio,168
maléfico,8
discordar,33
esfregar,22
acabam,219
providenciem,1
sonhe,1
bernon,1
lynches,3
cunhada,7
perguntou,44
lnych,1
remédio,17
mentalmente,105
insano,88
adivinhei,6
espanto,18
remota,50
onda,87
testemunhas,41
separadamente,19
desenvolvida,39
ilesa,5
entrevistar,16
matá,175
haviam,60
distintivos,1
provação,23
angustiada,5
freqüentadores,21
esperam,71
68,9
58,8
entretido,85
lágrimas,113
assaltado,11
profanação,16
contínua,27
respingos,21
mutiladas,6
unir,40
soldados,308
estupor,13
induzido,10
treinamento,120
posando,36
caro,79
estruturado,13
desinteressante,196
pullmans,2
rabiscou,2
hdnet,3
desperdicei,22
pago,124
rotule,1
winfrey,4
rachael,14
ray,199
host,10
ainsley,2
harriott,2
anfitriã,10
teleplay,7
prévias,48
lions,19
intrigantes,43
universitária,29
sarahis,1
obcecada,33
respondê,4
inconscientemente,6
frustrado,63
sarah,116
esboçado,7
usos,9
produtivos,4
limpeza,27
européia,22
chamados,125
adesivos,9
emissoras,8
compram,16
transmitem,11
transmissão,36
blockbusters,33
14,136
funcionários,68
tempestade,99
inundação,27
tratava,38
nascidos,12
faladas,9
soam,81
memorizadas,3
leitura,99
memorial,10
hermann,8
tmc,2
childrens,7
womens,5
tristemente,53
suburbanos,5
medical,2
center,24
densidade,2
populacional,2
diurna,8
wall,22
enormes,124
edifícios,41
hospitais,15
tch,4
dobrar,12
metodista,2
500,48
leitos,2
memphis,10
bonitinho,27
combinaram,5
retrataram,6
tecnólogos,1
banco,181
trabalhando,282
mt,4
gravidez,22
precioso,53
anticorpo,1
rolodex,1
aloanticorpos,1
mencionarei,8
laboratório,133
tecnologias,8
economizar,54
transferir,13
nicu,1
picu,1
utmb,1
galveston,1
recusou,49
leu,153
recusaram,9
afiliado,1
quaisquer,105
postados,14
viveram,22
pouso,27
helicóptero,115
life,74
flight,20
elevação,1
colina,44
injeção,13
folhas,28
faltam,21
pinheiros,6
distrito,17
subúrbios,19
tropical,31
eliminado,21
disparos,22
hurrican,1
hugo,21
carolina,24
sul,285
kris,35
kristofferson,42
alison,26
golfo,7
méxico,103
aterrissagem,7
jobeth,2
rick,110
schroder,3
houstonians,1
sotaques,136
sulistas,10
birmingham,5
alabama,14
unicamente,14
evacuação,6
storm,38
alisons,1
weather,2
channels,6
stories,14
recomendação,54
admiração,51
loop,27
emprega,17
sully,8
ditzy,5
lizzy,17
token,8
correspondido,6
piper,27
darcy,34
lembrou,110
arliss,3
azar,19
recai,7
hilagias,1
surgindo,15
descrevi,7
passável,25
inutilmente,14
fileira,16
crescendo,61
sandra,111
engane,22
arrested,11
development,11
always,5
sunny,19
phillidelphia,1
cancela,6
escusado,64
confio,7
cancelam,1
cancelem,3
mantenham,4
war,53
quebraram,7
barreiras,7
nervosas,4
nervosa,43
funcione,40
simpons,1
cavidades,3
retais,1
escreverem,3
bucho,14
investir,32
pare,124
iniciantes,19
ancorar,6
duh,31
gostosas,38
aérea,73
desceu,39
mason,82
executivos,66
reunião,109
supere,12
joy,16
osmanski,1
ocasionais,51
atribuindo,1
projetos,74
tolas,24
acomodar,13
descartam,3
colírio,47
explique,27
substancial,30
adicionaram,20
substituí,16
tricolli,1
2ª,17
dolorosos,35
philadelphia,4
configurada,4
pressupõem,1
babando,14
respirando,16
sintonizo,2
reformulou,2
arduamente,17
overdose,21
dozes,1
exposto,26
encanto,29
trouxeram,32
negócios,168
pedi,25
curtir,56
sugeriria,40
bullock,97
substituído,61
babuínos,3
duplas,15
malignas,11
chefões,2
matadores,11
vistosas,2
atingir,51
mob,11
mobília,19
moe,30
lamotta,2
sintetizador,23
fascismo,17
fetichismo,3
hipnotizante,11
sucedida,50
postar,31
rachel,65
snl,67
cozinhava,1
35,62
presunto,31
anthony,133
bourdain,7
calar,20
cale,16
desgastado,24
bois,3
decepcionar,25
sidaris,2
sarcasmo,41
marlon,16
brando,46
hangmen1,1
generosos,7
antemão,21
expressar,89
indescritíveis,4
endossos,1
canhões,9
rack,16
sandras,5
irregular,34
